score,make,model,variant,year,transmissionType,fuelType,ownership,emi,odometer
660795,Maruti,S Cross,SIGMA 1.3,2017,Manual,Diesel,1,14699,138003
660000,Maruti,Swift,ZXI PLUS,2020,Manual,Petrol,1,12903,12601
659000,Maruti,Dzire,ZXI CNG,2022,Manual,CNG,1,12884,80711
652000,Maruti,Ertiga,VXI,2017,Manual,Petrol,1,12747,40598
652000,Tata,NEXON,XM PETROL,2021,Manual,Petrol,1,12747,20966
650000,Nissan,MAGNITE,XL,2022,Manual,Petrol,2,12708,6413
650000,Maruti,Ciaz,DELTA 1.5 SHVS MT PETROL,2018,Manual,Petrol,1,12708,76330
649000,Nissan,MAGNITE,XL TURBO CVT,2021,Automatic,Petrol,2,12688,31522
649000,Honda,Amaze,1.2L I-VTEC VX,2021,Manual,Petrol,1,12688,57086
649000,Maruti,Swift,VXI,2023,Manual,Petrol,1,12688,33101
645000,Honda,Amaze,1.2L I-VTEC VX,2020,Manual,Petrol,1,12610,23136
643000,Honda,Amaze,1.2L I-VTEC S,2021,Manual,Petrol,1,12571,37309
638000,Volkswagen,Polo,COMFORTLINE 1.0L MPI,2021,Manual,Petrol,1,12473,77959
637000,Skoda,Rapid,AMBITION 1.6 MPI MT,2019,Manual,Petrol,1,12453,59401
626000,Hyundai,Verna,1.6 VTVT SX,2017,Manual,Petrol,2,12238,30549
625000,Nissan,MAGNITE,XV MT,2022,Manual,Petrol,2,12219,10814
624000,Honda,City,1.5L I-VTEC SV,2017,Manual,Petrol,1,12199,30603
622000,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT DUAL TONE,2023,Manual,Petrol,1,12160,27994
620000,Maruti,Ciaz,DELTA 1.5 SHVS MT PETROL,2018,Manual,Petrol,1,12121,44695
620000,Honda,Jazz,1.2L I-VTEC VX,2019,Manual,Petrol,1,12121,12000
618000,Hyundai,Elite i20,SPORTZ PLUS 1.2 DUAL TONE,2019,Manual,Petrol,1,12082,68353
618000,Honda,City,1.5L I-VTE V CVT,2018,Automatic,Petrol,1,12082,72829
610000,Renault,Kwid,CLIMBER AMT 1.0,2024,Automatic,Petrol,1,11926,6626
608000,Tata,NEXON,XZA PLUS PETROL,2019,Automatic,Petrol,1,11887,68608
608000,Ford,Ecosport,TITANIUM + 1.5L PETROL AT,2017,Automatic,Petrol,1,11887,72096
607000,Maruti,Baleno,ZETA PETROL 1.2,2019,Manual,Petrol,1,11867,78805
607000,Renault,TRIBER,RXT LIMITED EDITION AMT,2022,Automatic,Petrol,1,11867,29973
607000,Tata,PUNCH,ADVENTURE MT,2022,Manual,Petrol,1,11867,18637
606000,Volkswagen,Vento,HIGHLINE PETROL AT,2016,Automatic,Petrol,1,11847,74429
605000,Honda,Amaze,1.2L I-VTEC S,2021,Manual,Petrol,1,11828,66709
605000,Hyundai,GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,2022,Automatic,Petrol,1,11828,37175
605000,Hyundai,Elite i20,ASTA 1.2  CVT,2018,Automatic,Petrol,1,11828,77840
